BACHARELADO EM CIÊNCIA E TECNOLOGIA	NC1BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas C1-noturno (Santo André)	segunda das 19:00 às 21:00, sala A-105-0, semanal , quinta das 21:00 às 23:00, sala A-105- 0, quinzenal II	quarta das 21:00 às 23:00, sala L601, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NC3BCL0308-15SA	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas C3-noturno (Santo André)	segunda das 19:00 às 21:00, sala A-105-0, semanal , quinta das 21:00 às 23:00, sala A-105- 0, quinzenal II	quarta das 21:00 às 23:00, sala L605, semanal	Santo André	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A1-diurno (São Bernardo do Campo)	quarta das 10:00 às 12:00, sala A1-S203-SB, semanal , quinta das 10:00 às 12:00, sala A1- S203-SB, quinzenal II	segunda das 08:00 às 10:00, sala A1-L301- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA3BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A3-diurno (São Bernardo do Campo)	quarta das 10:00 às 12:00, sala A1-S203-SB, semanal , quinta das 10:00 às 12:00, sala A1- S203-SB, quinzenal II	segunda das 08:00 às 10:00, sala A1-L305- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B1-diurno (São Bernardo do Campo)	quarta das 08:00 às 10:00, sala A1-S204-SB, semanal , quinta das 08:00 às 10:00, sala A1- S204-SB, quinzenal II	segunda das 10:00 às 12:00, sala A1-L301- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B2-diurno (São Bernardo do Campo)	quarta das 08:00 às 10:00, sala A1-S204-SB, semanal , quinta das 08:00 às 10:00, sala A1- S204-SB, quinzenal II	segunda das 10:00 às 12:00, sala A1-L302- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB3BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B3-diurno (São Bernardo do Campo)	quarta das 08:00 às 10:00, sala A1-S204-SB, semanal , quinta das 08:00 às 10:00, sala A1- S204-SB, quinzenal II	segunda das 10:00 às 12:00, sala A1-L305- SB, semanal	São Bernardo do Campo	diurno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A1-noturno (São Bernardo do Campo)	quarta das 21:00 às 23:00, sala A1-S203-SB, semanal , quinta das 21:00 às 23:00, sala A1- S203-SB, quinzenal II	segunda das 19:00 às 21:00, sala A1-L301- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A2-noturno (São Bernardo do Campo)	quarta das 21:00 às 23:00, sala A1-S203-SB, semanal , quinta das 21:00 às 23:00, sala A1- S203-SB, quinzenal II	segunda das 19:00 às 21:00, sala A1-L302- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA3BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A3-noturno (São Bernardo do Campo)	quarta das 21:00 às 23:00, sala A1-S203-SB, semanal , quinta das 21:00 às 23:00, sala A1- S203-SB, quinzenal II	segunda das 19:00 às 21:00, sala A1-L305- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B1-noturno (São Bernardo do Campo)	quarta das 19:00 às 21:00, sala A1-S204-SB, semanal , quinta das 19:00 às 21:00, sala A1- S204-SB, quinzenal II	segunda das 21:00 às 23:00, sala A1-L301- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B2-noturno (São Bernardo do Campo)	quarta das 19:00 às 21:00, sala A1-S204-SB, semanal , quinta das 19:00 às 21:00, sala A1- S204-SB, quinzenal II	segunda das 21:00 às 23:00, sala A1-L302- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB3BCL0308-15SB	Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B3-noturno (São Bernardo do Campo)	quarta das 19:00 às 21:00, sala A1-S204-SB, semanal , quinta das 19:00 às 21:00, sala A1- S204-SB, quinzenal II	segunda das 21:00 às 23:00, sala A1-L305- SB, semanal	São Bernardo do Campo	noturno	3-2-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BIR0603-15SA	Ciência, Tecnologia e Sociedade A1-diurno (Santo André)	segunda das 10:00 às 12:00, sala S-211-0, semanal , quinta das 08:00 às 10:00, sala S-211- 0, quinzenal I	0	Santo André	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BIR0603-15SA	Ciência, Tecnologia e Sociedade B1-diurno (Santo André)	segunda das 08:00 às 10:00, sala S-212-0, semanal , quinta das 10:00 às 12:00, sala S-212- 0, quinzenal I	0	Santo André	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BIR0603-15SA	Ciência, Tecnologia e Sociedade A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala S-211-0, semanal , quinta das 19:00 às 21:00, sala S-211- 0, quinzenal I	0	Santo André	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BIR0603-15SA	Ciência, Tecnologia e Sociedade B1-noturno (Santo André)	segunda das 19:00 às 21:00, sala S-212-0, semanal , quinta das 21:00 às 23:00, sala S-212- 0, quinzenal I	0	Santo André	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BIR0603-15SB	Ciência, Tecnologia e Sociedade A1-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A1-S203-SB, semanal , quinta das 08:00 às 10:00, sala A1- S203-SB, quinzenal I	0	São Bernardo do Campo	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BIR0603-15SB	Ciência, Tecnologia e Sociedade B1-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A1-S204-SB, semanal , quinta das 10:00 às 12:00, sala A1- S204-SB, quinzenal I	0	São Bernardo do Campo	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BIR0603-15SB	Ciência, Tecnologia e Sociedade A1-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A1-S203-SB, semanal , quinta das 19:00 às 21:00, sala A1- S203-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BIR0603-15SB	Ciência, Tecnologia e Sociedade B1-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A1-S204-SB, semanal , quinta das 21:00 às 23:00, sala A1- S204-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BIQ0602-15SA	Estrutura e Dinâmica Social A1-diurno (Santo André)	segunda das 10:00 às 12:00, sala A-104-0, semanal , quinta das 08:00 às 10:00, sala A-104- 0, quinzenal I	0	Santo André	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BIQ0602-15SA	Estrutura e Dinâmica Social B1-diurno (Santo André)	segunda das 08:00 às 10:00, sala S-207-0, semanal , quinta das 10:00 às 12:00, sala S-207- 0, quinzenal I	0	Santo André	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BIQ0602-15SA	Estrutura e Dinâmica Social A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala A-104-0, semanal , quinta das 19:00 às 21:00, sala A-104- 0, quinzenal I	0	Santo André	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BIQ0602-15SA	Estrutura e Dinâmica Social B1-noturno (Santo André)	segunda das 19:00 às 21:00, sala A-104-0, semanal , quinta das 21:00 às 23:00, sala A-104- 0, quinzenal I	0	Santo André	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BIQ0602-15SB	Estrutura e Dinâmica Social A1-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala B-A004-SB, semanal , quinta das 08:00 às 10:00, sala B- A004-SB, quinzenal I	0	São Bernardo do Campo	diurno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BIQ0602-15SB	Estrutura e Dinâmica Social A1-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala B-A004-SB, semanal , quinta das 19:00 às 21:00, sala B- A004-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BIQ0602-15SB	Estrutura e Dinâmica Social B1-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A2-S101-SB, semanal , quinta das 21:00 às 23:00, sala A2- S102-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA3BCJ0204-15SA	Fenômenos Mecânicos A3-diurno (Santo André)	terça das 14:00 às 16:00, sala S-204-0, semanal , quinta das 16:00 às 18:00, sala S-204-0, semanal	terça das 16:00 às 18:00, sala L706, quinzenal I	Santo André	diurno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA4BCJ0204-15SA	Fenômenos Mecânicos A4-diurno (Santo André)	terça das 14:00 às 16:00, sala S-204-0, semanal , quinta das 16:00 às 18:00, sala S-204-0, semanal	terça das 16:00 às 18:00, sala L706, quinzenal II	Santo André	diurno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCJ0204-15SA	Fenômenos Mecânicos B1-diurno (Santo André)	terça das 16:00 às 18:00, sala A-106-0, semanal , quinta das 14:00 às 16:00, sala A-106-0, semanal	terça das 14:00 às 16:00, sala L701, quinzenal I	Santo André	diurno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCJ0204-15SA	Fenômenos Mecânicos B2-diurno (Santo André)	terça das 16:00 às 18:00, sala A-106-0, semanal , quinta das 14:00 às 16:00, sala A-106-0, semanal	terça das 14:00 às 16:00, sala L701, quinzenal II	Santo André	diurno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB3BCJ0204-15SA	Fenômenos Mecânicos B3-diurno (Santo André)	terça das 16:00 às 18:00, sala S-204-0, semanal , quinta das 14:00 às 16:00, sala S-204-0, semanal	terça das 14:00 às 16:00, sala L706, quinzenal I	Santo André	diurno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB4BCJ0204-15SA	Fenômenos Mecânicos B4-diurno (Santo André)	terça das 16:00 às 18:00, sala S-204-0, semanal , quinta das 14:00 às 16:00, sala S-204-0, semanal	terça das 14:00 às 16:00, sala L706, quinzenal II	Santo André	diurno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCJ0204-15SA	Fenômenos Mecânicos A1-noturno (Santo André)	terça das 19:00 às 21:00, sala A-106-0, semanal , quinta das 21:00 às 23:00, sala A-106-0, semanal	terça das 21:00 às 23:00, sala L701, quinzenal I	Santo André	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA3BCJ0204-15SA	Fenômenos Mecânicos A3-noturno (Santo André)	terça das 19:00 às 21:00, sala S-204-0, semanal , quinta das 21:00 às 23:00, sala S-204-0, semanal	terça das 21:00 às 23:00, sala L705, quinzenal I	Santo André	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCJ0204-15SA	Fenômenos Mecânicos B1-noturno (Santo André)	terça das 21:00 às 23:00, sala A-106-0, semanal , quinta das 19:00 às 21:00, sala A-106-0, semanal	terça das 19:00 às 21:00, sala L701, quinzenal I	Santo André	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCJ0204-15SA	Fenômenos Mecânicos B2-noturno (Santo André)	terça das 21:00 às 23:00, sala A-106-0, semanal , quinta das 19:00 às 21:00, sala A-106-0, semanal	terça das 19:00 às 21:00, sala L701, quinzenal II	Santo André	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB3BCJ0204-15SA	Fenômenos Mecânicos B3-noturno (Santo André)	terça das 21:00 às 23:00, sala S-204-0, semanal , quinta das 19:00 às 21:00, sala S-204-0, semanal	terça das 19:00 às 21:00, sala L706, quinzenal I	Santo André	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB4BCJ0204-15SA	Fenômenos Mecânicos B4-noturno (Santo André)	terça das 21:00 às 23:00, sala S-204-0, semanal , quinta das 19:00 às 21:00, sala S-204-0, semanal	terça das 19:00 às 21:00, sala L706, quinzenal II	Santo André	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCJ0204-15SB	Fenômenos Mecânicos A1-diurno (São Bernardo do Campo)	terça das 14:00 às 16:00, sala A1-S205-SB, semanal , quinta das 16:00 às 18:00, sala A1- S205-SB, semanal	terça das 16:00 às 18:00, sala A1-L306-SB, quinzenal I	São Bernardo do Campo	diurno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCJ0204-15SB	Fenômenos Mecânicos A1-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A1-S205-SB, semanal , quinta das 21:00 às 23:00, sala A1- S205-SB, semanal	terça das 21:00 às 23:00, sala A1-L306-SB, quinzenal I	São Bernardo do Campo	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCJ0204-15SB	Fenômenos Mecânicos A2-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A1-S205-SB, semanal , quinta das 21:00 às 23:00, sala A1- S205-SB, semanal	terça das 21:00 às 23:00, sala A1-L306-SB, quinzenal II	São Bernardo do Campo	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCJ0204-15SB	Fenômenos Mecânicos B1-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A1-S206-SB, semanal , quinta das 19:00 às 21:00, sala A1- S206-SB, semanal	terça das 19:00 às 21:00, sala A1-L306-SB, quinzenal I	São Bernardo do Campo	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCJ0204-15SB	Fenômenos Mecânicos B2-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A1-S206-SB, semanal , quinta das 19:00 às 21:00, sala A1- S206-SB, semanal	terça das 19:00 às 21:00, sala A1-L306-SB, quinzenal II	São Bernardo do Campo	noturno	4-1-6
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA1BCJ0205-15SA	Fenômenos Térmicos A1-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-101- 0, quinzenal II	sexta das 10:00 às 12:00, sala L701, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA2BCJ0205-15SA	Fenômenos Térmicos A2-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-101- 0, quinzenal II	sexta das 10:00 às 12:00, sala L701, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA3BCJ0205-15SA	Fenômenos Térmicos A3-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-101-0, semanal , sexta das 08:00 às 10:00, sala A-101- 0, quinzenal II	sexta das 10:00 às 12:00, sala L702, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA4BCJ0205-15SA	Fenômenos Térmicos A4-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-103-0, semanal , sexta das 08:00 às 10:00, sala A-103- 0, quinzenal II	sexta das 10:00 às 12:00, sala L702, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA5BCJ0205-15SA	Fenômenos Térmicos A5-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-103-0, semanal , sexta das 08:00 às 10:00, sala A-103- 0, quinzenal II	sexta das 10:00 às 12:00, sala L705, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA6BCJ0205-15SA	Fenômenos Térmicos A6-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-103-0, semanal , sexta das 08:00 às 10:00, sala A-103- 0, quinzenal II	sexta das 10:00 às 12:00, sala L705, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA7BCJ0205-15SA	Fenômenos Térmicos A7-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-104-0, semanal , sexta das 08:00 às 10:00, sala A-104- 0, quinzenal II	sexta das 10:00 às 12:00, sala L706, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DA9BCJ0205-15SA	Fenômenos Térmicos A9-diurno (Santo André)	quarta das 08:00 às 10:00, sala A-104-0, semanal , sexta das 08:00 às 10:00, sala A-104- 0, quinzenal II	sexta das 10:00 às 12:00, sala 503-1, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB1BCJ0205-15SA	Fenômenos Térmicos B1-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-205-0, semanal , sexta das 10:00 às 12:00, sala S-205- 0, quinzenal II	sexta das 08:00 às 10:00, sala L701, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB2BCJ0205-15SA	Fenômenos Térmicos B2-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-205-0, semanal , sexta das 10:00 às 12:00, sala S-205- 0, quinzenal II	sexta das 08:00 às 10:00, sala L701, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB4BCJ0205-15SA	Fenômenos Térmicos B4-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-206-0, semanal , sexta das 10:00 às 12:00, sala S-206- 0, quinzenal II	sexta das 08:00 às 10:00, sala L702, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB6BCJ0205-15SA	Fenômenos Térmicos B6-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-206-0, semanal , sexta das 10:00 às 12:00, sala S-206- 0, quinzenal II	sexta das 08:00 às 10:00, sala L705, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB7BCJ0205-15SA	Fenômenos Térmicos B7-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-207-0, semanal , sexta das 10:00 às 12:00, sala S-207- 0, quinzenal II	sexta das 08:00 às 10:00, sala L706, quinzenal I	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB8BCJ0205-15SA	Fenômenos Térmicos B8-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-207-0, semanal , sexta das 10:00 às 12:00, sala S-207- 0, quinzenal II	sexta das 08:00 às 10:00, sala L706, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	DB9BCJ0205-15SA	Fenômenos Térmicos B9-diurno (Santo André)	quarta das 10:00 às 12:00, sala S-207-0, semanal , sexta das 10:00 às 12:00, sala S-207- 0, quinzenal II	sexta das 08:00 às 10:00, sala 503-1, quinzenal II	Santo André	diurno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA1BCJ0205-15SA	Fenômenos Térmicos A1-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-101- 0, quinzenal II	sexta das 21:00 às 23:00, sala L701, quinzenal I	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA2BCJ0205-15SA	Fenômenos Térmicos A2-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-101- 0, quinzenal II	sexta das 21:00 às 23:00, sala L701, quinzenal II	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA3BCJ0205-15SA	Fenômenos Térmicos A3-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-101-0, semanal , sexta das 19:00 às 21:00, sala A-101- 0, quinzenal II	sexta das 21:00 às 23:00, sala L702, quinzenal I	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA4BCJ0205-15SA	Fenômenos Térmicos A4-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-103-0, semanal , sexta das 19:00 às 21:00, sala A-103- 0, quinzenal II	sexta das 21:00 às 23:00, sala L705, quinzenal II	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA5BCJ0205-15SA	Fenômenos Térmicos A5-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-103-0, semanal , sexta das 19:00 às 21:00, sala A-103- 0, quinzenal II	sexta das 21:00 às 23:00, sala L705, quinzenal I	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA7BCJ0205-15SA	Fenômenos Térmicos A7-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-104-0, semanal , sexta das 19:00 às 21:00, sala A-104- 0, quinzenal II	sexta das 21:00 às 23:00, sala L706, quinzenal I	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NA9BCJ0205-15SA	Fenômenos Térmicos A9-noturno (Santo André)	quarta das 19:00 às 21:00, sala A-104-0, semanal , sexta das 19:00 às 21:00, sala A-104- 0, quinzenal II	sexta das 21:00 às 23:00, sala 503-1, quinzenal II	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB1BCJ0205-15SA	Fenômenos Térmicos B1-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-205-0, semanal , sexta das 21:00 às 23:00, sala S-205- 0, quinzenal II	sexta das 19:00 às 21:00, sala L701, quinzenal I	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB2BCJ0205-15SA	Fenômenos Térmicos B2-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-205-0, semanal , sexta das 21:00 às 23:00, sala S-205- 0, quinzenal II	sexta das 19:00 às 21:00, sala L701, quinzenal II	Santo André	noturno	3-1-4
BACHARELADO EM CIÊNCIA E TECNOLOGIA	NB3BCJ0205-15SA	Fenômenos Térmicos B3-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-205-0, semanal , sexta das 21:00 às 23:00, sala S-205- 0, quinzenal II	sexta das 19:00 às 21:00, sala L702, quinzenal I	Santo André	noturno	3-1-4
